Replication Factor	Partition	Message Size	Acks	Batch Size	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
5	5	1000	-1	200000	200000000	21279.70277	20.29333	7181.04333	10485.33333	8794.66667	10109.66667	10259.33333	10415
5	5	1000	-1	500000	33554432	20906.50611	19.94	1455.89	1837	1570	1713	1739	1764
5	5	1000	-1	500000	33554432	19585.56935	18.68	1563.92	2484	1647	1826	2170	2390
5	5	1000	-1	500000	33554432	21369.34781	20.38	1418.14	1867	1474	1562	1633	1747
5	5	1000	-1	500000	33554432	20620.47442	19.66667	1479.31667	2062.66667	1563.66667	1700.33333	1847.33333	1967
5	5	1000	-1	500000	100000000	22121.93611	21.1	3923.22	4792	4378	4669	4701	4726
5	5	1000	-1	500000	100000000	22256.84398	21.23	3872.91	5043	4352	4642	4706	4925
5	5	1000	-1	500000	100000000	21478.58585	20.48	4019.08	5085	4530	4799	4857	5050
5	5	1000	-1	500000	100000000	21952.45531	20.93667	3938.40333	4973.33333	4420	4703.33333	4754.66667	4900.33333
5	5	1000	-1	500000	200000000	21831.20115	20.82	7020.21	9388	8896	9186	9225	9360
5	5	1000	-1	500000	200000000	21824.53077	20.81	7013.65	9786	8782	9461	9560	9734
5	5	1000	-1	500000	200000000	20873.34057	19.91	7089.19	10338	8885	9258	9954	10239
5	5	1000	-1	500000	200000000	21509.69083	20.51333	7041.01667	9837.33333	8854.33333	9301.66667	9579.66667	9777.66667
1	1	100	0	16384	33554432	785545.9544	74.92	176.7	583	1	537	564	581
1	1	100	0	16384	33554432	1007455.168	96.08	1.13	137	0	6	20	23
1	1	100	0	16384	33554432	1047339.757	99.88	32.82	399	0	312	363	396
1	1	100	0	16384	33554432	946780.2932	90.29333	70.21667	373	0.33333	285	315.66667	333.33333
1	1	100	0	16384	100000000	1035840.066	98.79	0.29	135	0	1	2	6
1	1	100	0	16384	100000000	1151012.891	109.77	0.46	135	0	1	7	23
1	1	100	0	16384	100000000	1134816.16	108.22	0.34	142	0	1	3	17
1	1	100	0	16384	100000000	1107223.039	105.59333	0.36333	137.33333	0	1	4	15.33333
1	1	100	0	16384	200000000	1133529.812	108.1	0.27	138	0	1	2	10
1	1	100	0	16384	200000000	1034982.405	98.7	61.77	411	0	307	379	405
1	1	100	0	16384	200000000	1070434.596	102.08	23.62	306	0	199	285	305
1	1	100	0	16384	200000000	1079648.938	102.96	28.55333	285	0	169	222	240
1	1	100	0	200000	33554432	1312680.494	125.19	2.24	148	0	2	73	144
1	1	100	0	200000	33554432	1231527.094	117.45	7.82	174	0	83	136	171
1	1	100	0	200000	33554432	1246882.793	118.91	8.26	274	0	15	235	270
1	1	100	0	200000	33554432	1263696.793	120.51667	6.10667	198.66667	0	33.33333	148	195
1	1	100	0	200000	100000000	1370989.855	130.75	0.51	133	0	1	7	18
1	1	100	0	200000	100000000	1353546.291	129.08	0.51	131	0	2	5	19
1	1	100	0	200000	100000000	1348799.568	128.63	0.37	138	0	1	2	9
1	1	100	0	200000	100000000	1357778.571	129.48667	0.46333	134	0	1.33333	4.66667	15.33333
1	1	100	0	200000	200000000	1281394.157	122.2	0.41	136	0	1	2	7
1	1	100	0	200000	200000000	1241310.824	118.38	27.67	438	0	280	403	434
1	1	100	0	200000	200000000	1333688.984	127.19	0.46	137	0	2	2	8
1	1	100	0	200000	200000000	1285464.655	122.59	9.51333	237	0	94.33333	135.66667	149.66667
1	1	100	0	500000	33554432	1297016.861	123.69	0.45	137	0	2	3	7
1	1	100	0	500000	33554432	1402524.544	133.76	0.39	136	0	1	3	10
1	1	100	0	500000	33554432	1326611.833	126.52	0.54	134	0	2	5	19
1	1	100	0	500000	33554432	1342051.08	127.99	0.46	135.66667	0	1.66667	3.66667	12
1	1	100	0	500000	100000000	1291989.664	123.21	0.49	136	0	2	3	8
1	1	100	0	500000	100000000	1352813.853	129.01	0.44	131	0	1	4	19
1	1	100	0	500000	100000000	1405678.943	134.06	6.99	347	0	21	226	335
1	1	100	0	500000	100000000	1350160.82	128.76	2.64	204.66667	0	8	77.66667	120.66667
1	1	100	0	500000	200000000	1326963.907	126.55	4.8	263	0	3	173	260
1	1	100	0	500000	200000000	1334757.074	127.29	11.68	272	0	145	214	269
1	1	100	0	500000	200000000	1397819.402	133.31	4.73	140	0	19	117	138
1	1	100	0	500000	200000000	1353180.128	129.05	7.07	225	0	55.66667	168	222.33333
1	1	500	0	16384	33554432	325732.899	155.32	172.83	423	161	406	418	422
1	1	500	0	16384	33554432	308261.4057	146.99	178.75	533	169	212	531	533
1	1	500	0	16384	33554432	344589.938	164.31	163.27	226	167	210	224	225
1	1	500	0	16384	33554432	326194.7476	155.54	171.61667	394	165.66667	276	391	393.33333
1	1	500	0	16384	100000000	330906.6843	157.79	452.79	619	470	609	616	618
1	1	500	0	16384	100000000	334560.0535	159.53	455.14	624	481	614	621	623
1	1	500	0	16384	100000000	327546.6754	156.19	436.88	622	494	603	619	621
1	1	500	0	16384	100000000	331004.4711	157.83667	448.27	621.66667	481.66667	608.66667	618.66667	620.66667
1	1	500	0	16384	200000000	322893.1224	153.97	825.29	1215	876	1187	1207	1213
1	1	500	0	16384	200000000	332778.7022	158.68	736.88	1187	840	1138	1177	1185
1	1	500	0	16384	200000000	328515.1117	156.65	763.74	1165	852	1127	1152	1163
1	1	500	0	16384	200000000	328062.3121	156.43333	775.30333	1189	856	1150.66667	1178.66667	1187
1	1	500	0	200000	33554432	568504.8323	271.08	30.12	191	1	152	188	190
1	1	500	0	200000	33554432	529941.7064	252.7	50.19	385	1	365	378	385
1	1	500	0	200000	33554432	621890.5473	296.54	20.27	133	2	67	82	83
1	1	500	0	200000	33554432	573445.6953	273.44	33.52667	236.33333	1.33333	194.66667	216	219.33333
1	1	500	0	200000	100000000	652741.5144	311.25	3.3	143	3	9	11	12
1	1	500	0	200000	100000000	557724.4841	265.94	127.39	226	130	219	223	225
1	1	500	0	200000	100000000	654022.2368	311.86	7.46	135	4	22	25	26
1	1	500	0	200000	100000000	621496.0784	296.35	46.05	168	45.66667	83.33333	86.33333	87.66667
1	1	500	0	200000	200000000	514933.0587	245.54	203.89	389	225	352	376	386
1	1	500	0	200000	200000000	639386.1893	304.88	14.32	131	7	44	46	46
1	1	500	0	200000	200000000	637348.6297	303.91	5.82	151	1	29	36	43
1	1	500	0	200000	200000000	597222.6259	284.77667	74.67667	223.66667	77.66667	141.66667	152.66667	158.33333
1	1	500	0	500000	33554432	646830.5304	308.43	3.56	138	1	21	25	29
1	1	500	0	500000	33554432	633312.2229	301.99	50.65	289	22	164	254	278
1	1	500	0	500000	33554432	426621.1604	203.43	72.74	265	14	217	260	264
1	1	500	0	500000	33554432	568921.3046	271.28333	42.31667	230.66667	12.33333	134	179.66667	190.33333
1	1	500	0	500000	100000000	365497.076	174.28	269.2	632	293	567	604	612
1	1	500	0	500000	100000000	350385.424	167.08	292.65	876	231	833	853	872
1	1	500	0	500000	100000000	286532.9513	136.63	435.67	812	514	752	800	809
1	1	500	0	500000	100000000	334138.4838	159.33	332.50667	773.33333	346	717.33333	752.33333	764.33333
1	1	500	0	500000	200000000	276931.5979	132.05	708.9	1556	658	1483	1520	1530
1	1	500	0	500000	200000000	246366.1	117.48	849.53	1778	848	1406	1766	1776
1	1	500	0	500000	200000000	280819.9944	133.91	768.61	1422	802	1396	1409	1416
1	1	500	0	500000	200000000	268039.2308	127.81333	775.68	1585.33333	769.33333	1428.33333	1565	1574
1	1	1000	0	16384	33554432	137136.588	130.78	215.1	311	216	288	302	309
1	1	1000	0	16384	33554432	117924.5283	112.46	253.29	681	227	609	670	678
1	1	1000	0	16384	33554432	109241.8615	104.18	275.89	1226	214	1180	1207	1225
1	1	1000	0	16384	33554432	121434.3259	115.80667	248.09333	739.33333	219	692.33333	726.33333	737.33333
1	1	1000	0	16384	100000000	146070.6982	139.3	528.26	741	521	705	716	740
1	1	1000	0	16384	100000000	132802.1248	126.65	573.73	831	656	785	811	827
1	1	1000	0	16384	100000000	125786.1635	119.96	638.5	1001	729	929	997	1001
1	1	1000	0	16384	100000000	134886.3289	128.63667	580.16333	857.66667	635.33333	806.33333	841.33333	856
1	1	1000	0	16384	200000000	124470.9983	118.7	1066.56	1604	1244	1558	1589	1602
1	1	1000	0	16384	200000000	125031.2578	119.24	1109.6	1928	939	1912	1924	1927
1	1	1000	0	16384	200000000	122639.1955	116.96	1111.75	1745	1165	1672	1742	1745
1	1	1000	0	16384	200000000	124047.1505	118.3	1095.97	1759	1116	1714	1751.66667	1758
1	1	1000	0	200000	33554432	87765.49061	83.7	347.92	3494	109	2775	2826	2834
1	1	1000	0	200000	33554432	146113.384	139.34	190.53	573	206	541	569	572
1	1	1000	0	200000	33554432	85528.56654	81.57	353.92	3813	76	3075	3117	3813
1	1	1000	0	200000	33554432	106469.1471	101.53667	297.45667	2626.66667	130.33333	2130.33333	2170.66667	2406.33333
1	1	1000	0	200000	100000000	162548.7646	155.02	445.1	826	523	788	817	824
1	1	1000	0	200000	100000000	154416.3064	147.26	483.2	1316	348	1242	1300	1315
1	1	1000	0	200000	100000000	140686.5504	134.17	526.05	752	673	724	745	750
1	1	1000	0	200000	100000000	152550.5405	145.48333	484.78333	964.66667	514.66667	918	954	963
1	1	1000	0	200000	200000000	134120.1717	127.91	1018.37	1936	999	1909	1934	1935
1	1	1000	0	200000	200000000	127811.8609	121.89	986.84	1577	1169	1555	1561	1569
1	1	1000	0	200000	200000000	125470.5144	119.66	1045.77	1814	1232	1721	1794	1805
1	1	1000	0	200000	200000000	129134.1824	123.15333	1016.99333	1775.66667	1133.33333	1728.33333	1763	1769.66667
1	1	1000	0	500000	33554432	130684.7883	124.63	220.18	595	232	485	590	592
1	1	1000	0	500000	33554432	107712.193	102.72	274.07	1283	217	1168	1263	1266
1	1	1000	0	500000	33554432	130616.5099	124.57	217.94	322	229	275	297	319
1	1	1000	0	500000	33554432	123004.4971	117.30667	237.39667	733.33333	226	642.66667	716.66667	725.66667
1	1	1000	0	500000	100000000	93457.94393	89.13	761.11	2004	698	1976	1998	2003
1	1	1000	0	500000	100000000	147058.8235	140.25	499.21	711	622	693	703	709
1	1	1000	0	500000	100000000	140805.4069	134.28	520.8	796	675	739	764	771
1	1	1000	0	500000	100000000	127107.3915	121.22	593.70667	1170.33333	665	1136	1155	1161
1	1	1000	0	500000	200000000	138121.547	131.72	926.42	1531	882	1497	1518	1526
1	1	1000	0	500000	200000000	131752.3057	125.65	986.4	1529	1214	1503	1511	1518
1	1	1000	0	500000	200000000	130140.5518	124.11	1000.69	1529	1196	1506	1514	1525
1	1	1000	0	500000	200000000	133338.1348	127.16	971.17	1529.66667	1097.33333	1502	1514.33333	1523
1	2	100	0	16384	33554432	241405.9482	23.02	3.82	16516	0	19	99	135
1	2	100	0	16384	33554432	1006238.68	95.96	49.03	825	0	731	790	821
1	2	100	0	16384	33554432	1042752.868	99.44	19.04	390	0	178	336	385
1	2	100	0	16384	33554432	763465.8319	72.80667	23.96333	5910.33333	0	309.33333	408.33333	447
1	2	100	0	16384	100000000	1195314.368	113.99	0.38	136	0	1	5	13
1	2	100	0	16384	100000000	1115573.405	106.39	3.61	245	0	2	137	229
1	2	100	0	16384	100000000	1134044.001	108.15	0.4	134	0	1	4	21
1	2	100	0	16384	100000000	1148310.591	109.51	1.46333	171.66667	0	1.33333	48.66667	87.66667
1	2	100	0	16384	200000000	1113089.938	106.15	31.05	414	0	261	378	412
1	2	100	0	16384	200000000	1201345.507	114.57	30.13	465	0	261	444	463
1	2	100	0	16384	200000000	1092896.175	104.23	12.91	276	0	133	226	271
1	2	100	0	16384	200000000	1135777.207	108.31667	24.69667	385	0	218.33333	349.33333	382
1	2	100	0	200000	33554432	1352447.931	128.98	0.91	139	0	2	17	57
1	2	100	0	200000	33554432	1408450.704	134.32	0.66	136	0	2	5	29
1	2	100	0	200000	33554432	1223990.208	116.73	19.6	384	0	225	344	382
1	2	100	0	200000	33554432	1328296.281	126.67667	7.05667	219.66667	0	76.33333	122	156
1	2	100	0	200000	100000000	1447178.003	138.01	0.53	141	0	2	3	6
1	2	100	0	200000	100000000	1511944.36	144.19	0.5	133	0	2	3	16
1	2	100	0	200000	100000000	1266464.032	120.78	17.87	309	1	163	251	304
1	2	100	0	200000	100000000	1408528.799	134.32667	6.3	194.33333	0.33333	55.66667	85.66667	108.66667
1	2	100	0	200000	200000000	424592.3913	40.49	2777.51	8168	1	7963	8135	8163
1	2	100	0	200000	200000000	1276161.307	121.7	30.28	497	1	260	458	495
1	2	100	0	200000	200000000	1449275.362	138.21	3.86	177	0	3	127	175
1	2	100	0	200000	200000000	1050009.687	100.13333	937.21667	2947.33333	0.66667	2742	2906.66667	2944.33333
1	2	100	0	500000	33554432	1461560.947	139.39	0.72	131	0	2	4	18
1	2	100	0	500000	33554432	798594.4737	76.16	164.09	2768	0	2565	2730	2766
1	2	100	0	500000	33554432	1263583.523	120.5	0.61	135	0	2	4	27
1	2	100	0	500000	33554432	1174579.648	112.01667	55.14	1011.33333	0	856.33333	912.66667	937
1	2	100	0	500000	100000000	1373249.107	130.96	0.58	132	0	2	4	8
1	2	100	0	500000	100000000	1476232.654	140.78	0.54	134	0	2	3	13
1	2	100	0	500000	100000000	1481481.481	141.29	0.56	135	0	2	3	17
1	2	100	0	500000	100000000	1443654.414	137.67667	0.56	133.66667	0	2	3.33333	12.66667
1	2	100	0	500000	200000000	1416831.964	135.12	4.53	166	0	11	132	164
1	2	100	0	500000	200000000	1443834.825	137.69	0.63	131	0	2	3	23
1	2	100	0	500000	200000000	1348435.814	128.6	0.56	136	0	2	4	27
1	2	100	0	500000	200000000	1403034.201	133.80333	1.90667	144.33333	0	5	46.33333	71.33333
1	2	500	0	16384	33554432	422832.981	201.62	118.99	167	129	150	165	167
1	2	500	0	16384	33554432	429922.6139	205	112.97	198	129	170	197	198
1	2	500	0	16384	33554432	374251.497	178.46	144.16	532	123	493	530	531
1	2	500	0	16384	33554432	409002.364	195.02667	125.37333	299	127	271	297.33333	298.66667
1	2	500	0	16384	100000000	316756.4143	151.04	484.5	883	428	827	878	880
1	2	500	0	16384	100000000	237529.6912	113.26	599.22	1827	431	1813	1820	1826
1	2	500	0	16384	100000000	409836.0656	195.43	320.08	489	367	469	485	489
1	2	500	0	16384	100000000	321374.057	153.24333	467.93333	1066.33333	408.66667	1036.33333	1061	1065
1	2	500	0	16384	200000000	414250.2071	197.53	397.62	593	534	571	582	593
1	2	500	0	16384	200000000	371057.5139	176.93	624.89	924	686	904	922	923
1	2	500	0	16384	200000000	342817.9637	163.47	528.51	1065	577	1023	1060	1064
1	2	500	0	16384	200000000	376041.8949	179.31	517.00667	860.66667	599	832.66667	854.66667	860
1	2	500	0	200000	33554432	289855.0725	138.21	166.24	477	185	334	450	475
1	2	500	0	200000	33554432	251825.7366	120.08	194.73	958	187	840	926	957
1	2	500	0	200000	33554432	201045.4363	95.87	262.72	1025	282	848	976	1004
1	2	500	0	200000	33554432	247575.4151	118.05333	207.89667	820	218	674	784	812
1	2	500	0	200000	100000000	174581.0056	83.25	856.02	1752	1011	1572	1739	1749
1	2	500	0	200000	100000000	187441.4246	89.38	748.09	1549	891	1002	1516	1548
1	2	500	0	200000	100000000	226911.7313	108.2	636.6	935	797	901	919	933
1	2	500	0	200000	100000000	196311.3872	93.61	746.90333	1412	899.66667	1158.33333	1391.33333	1410
1	2	500	0	200000	200000000	207168.0133	98.79	1276.43	1762	1495	1717	1738	1761
1	2	500	0	200000	200000000	234466.5885	111.8	990.94	1759	1027	1718	1749	1757
1	2	500	0	200000	200000000	228519.1956	108.97	1052.26	1819	924	1785	1810	1818
1	2	500	0	200000	200000000	223384.5991	106.52	1106.54333	1780	1148.66667	1740	1765.66667	1778.66667
1	2	500	0	500000	33554432	218962.1196	104.41	258.07	581	240	525	552	579
1	2	500	0	500000	33554432	237473.2843	113.24	226.54	377	244	334	368	373
1	2	500	0	500000	33554432	226705.9624	108.1	242.04	394	258	308	382	391
1	2	500	0	500000	33554432	227713.7887	108.58333	242.21667	450.66667	247.33333	389	434	447.66667
1	2	500	0	500000	100000000	179856.1151	85.76	864.06	2112	760	2064	2081	2083
1	2	500	0	500000	100000000	249066.0025	118.76	570.45	996	697	832	944	993
1	2	500	0	500000	100000000	238038.5622	113.51	648.48	825	710	807	820	824
1	2	500	0	500000	100000000	222320.2266	106.01	694.33	1311	722.33333	1234.33333	1281.66667	1300
1	2	500	0	500000	200000000	235238.7673	112.17	953.96	1760	996	1700	1724	1734
1	2	500	0	500000	200000000	96459.9209	46	3641.06	7367	1914	7229	7318	7366
1	2	500	0	500000	200000000	597728.6312	285.02	57.6	158	36	151	155	157
1	2	500	0	500000	200000000	309809.1065	147.73	1550.87333	3095	982	3026.66667	3065.66667	3085.66667
1	2	1000	0	16384	33554432	196695.5153	187.58	146.28	497	125	494	495	496
1	2	1000	0	16384	33554432	229990.8004	219.34	119.28	189	124	162	184	189
1	2	1000	0	16384	33554432	172294.969	164.31	161.94	317	167	266	296	315
1	2	1000	0	16384	33554432	199660.4282	190.41	142.5	334.33333	138.66667	307.33333	325	333.33333
1	2	1000	0	16384	100000000	113455.8657	108.2	711.07	929	693	878	909	928
1	2	1000	0	16384	100000000	121329.7743	115.71	631.77	1083	720	996	1081	1083
1	2	1000	0	16384	100000000	108271.9792	103.26	726.96	1017	845	982	997	1013
1	2	1000	0	16384	100000000	114352.5397	109.05667	689.93333	1009.66667	752.66667	952	995.66667	1008
1	2	1000	0	16384	200000000	84189.25745	80.29	1390.08	3045	1663	2293	3030	3043
1	2	1000	0	16384	200000000	114285.7143	108.99	1123.03	1832	1236	1762	1816	1830
1	2	1000	0	16384	200000000	116686.1144	111.28	1126.71	1737	1383	1708	1720	1730
1	2	1000	0	16384	200000000	105053.6954	100.18667	1213.27333	2204.66667	1427.33333	1921	2188.66667	2201
1	2	1000	0	200000	33554432	98990.29895	94.4	301.82	1323	250	1276	1300	1306
1	2	1000	0	200000	33554432	123609.3943	117.88	229.67	1008	228	889	1006	1008
1	2	1000	0	200000	33554432	119217.9304	113.7	243.92	567	258	499	549	566
1	2	1000	0	200000	33554432	113939.2079	108.66	258.47	966	245.33333	888	951.66667	960
1	2	1000	0	200000	100000000	121891.7601	116.25	636.85	875	757	850	868	873
1	2	1000	0	200000	100000000	122880.3146	117.19	623.62	888	756	846	866	886
1	2	1000	0	200000	100000000	115901.7153	110.53	693.56	884	769	868	878	882
1	2	1000	0	200000	100000000	120224.5967	114.65667	651.34333	882.33333	760.66667	854.66667	870.66667	880.33333
1	2	1000	0	200000	200000000	83486.39172	79.62	1903.32	3470	1374	3431	3460	3465
1	2	1000	0	200000	200000000	134916.3519	128.67	932.45	1545	1052	1515	1528	1543
1	2	1000	0	200000	200000000	134444.7432	128.22	962.38	1605	1007	1597	1603	1604
1	2	1000	0	200000	200000000	117615.8289	112.17	1266.05	2206.66667	1144.33333	2181	2197	2204
1	2	1000	0	500000	33554432	123487.2808	117.77	231.62	324	250	293	305	319
1	2	1000	0	500000	33554432	47755.49188	45.54	659.34	6115	238	5993	6044	6110
1	2	1000	0	500000	33554432	231803.4307	221.06	114.02	198	114	177	186	196
1	2	1000	0	500000	33554432	134348.7345	128.12333	334.99333	2212.33333	200.66667	2154.33333	2178.33333	2208.33333
1	2	1000	0	500000	100000000	174764.0685	166.67	385.77	669	479	614	648	652
1	2	1000	0	500000	100000000	148016.5779	141.16	514.48	1455	400	1383	1442	1452
1	2	1000	0	500000	100000000	95932.46355	91.49	625.3	2253	664	802	2223	2241
1	2	1000	0	500000	100000000	139571.0366	133.10667	508.51667	1459	514.33333	933	1437.66667	1448.33333
1	2	1000	0	500000	200000000	145900.2043	139.14	833.98	1410	975	1357	1383	1392
1	2	1000	0	500000	200000000	134553.2831	128.32	883.1	1592	935	1503	1563	1590
1	2	1000	0	500000	200000000	105977.1089	101.07	1334.39	2119	1359	1947	2094	2117
1	2	1000	0	500000	200000000	128810.1988	122.84333	1017.15667	1707	1089.66667	1602.33333	1680	1699.66667
1	5	100	0	16384	33554432	109051.2541	10.4	0.51	42195	0	2	5	12
1	5	100	0	16384	33554432	1348072.257	128.56	0.47	135	0	1	3	16
1	5	100	0	16384	33554432	1347345.729	128.49	0.47	139	0	1	3	13
1	5	100	0	16384	33554432	934823.0799	89.15	0.48333	14156.33333	0	1.33333	3.66667	13.66667
1	5	100	0	16384	100000000	1345532.831	128.32	0.46	131	0	1	4	15
1	5	100	0	16384	100000000	1343002.955	128.08	0.5	140	0	1	5	18
1	5	100	0	16384	100000000	1253761.284	119.57	7.01	213	0	38	177	209
1	5	100	0	16384	100000000	1314099.023	125.32333	2.65667	161.33333	0	13.33333	62	80.66667
1	5	100	0	16384	200000000	1185677.022	113.07	15.28	202	0	121	176	199
1	5	100	0	16384	200000000	1275510.204	121.64	7.95	219	0	53	178	214
1	5	100	0	16384	200000000	1313025.21	125.22	1.99	140	0	5	53	76
1	5	100	0	16384	200000000	1258070.812	119.97667	8.40667	187	0	59.66667	135.66667	163
1	5	100	0	200000	33554432	1387347.392	132.31	23.92	379	1	292	346	375
1	5	100	0	200000	33554432	1337613.697	127.56	22.17	378	1	307	371	375
1	5	100	0	200000	33554432	1391982.183	132.75	0.79	136	0	2	4	31
1	5	100	0	200000	33554432	1372314.424	130.87333	15.62667	297.66667	0.66667	200.33333	240.33333	260.33333
1	5	100	0	200000	100000000	1475796.93	140.74	0.8	132	1	3	5	21
1	5	100	0	200000	100000000	1352447.931	128.98	12.43	308	1	101	257	303
1	5	100	0	200000	100000000	1433897.333	136.75	0.87	142	0	3	5	19
1	5	100	0	200000	100000000	1420714.065	135.49	4.7	194	0.66667	35.66667	89	114.33333
1	5	100	0	200000	200000000	1443834.825	137.69	0.85	133	1	3	5	7
1	5	100	0	200000	200000000	1431434.297	136.51	18.7	398	0	212	347	395
1	5	100	0	200000	200000000	1499700.06	143.02	2.22	134	1	8	49	93
1	5	100	0	200000	200000000	1458323.061	139.07333	7.25667	221.66667	0.66667	74.33333	133.66667	165
1	5	100	0	500000	33554432	1331203.408	126.95	29.28	256	1	193	226	237
1	5	100	0	500000	33554432	1547987.616	147.63	1.91	134	0	6	43	93
1	5	100	0	500000	33554432	1369487.812	130.6	17.08	420	1	145	376	409
1	5	100	0	500000	33554432	1416226.279	135.06	16.09	270	0.66667	114.66667	215	246.33333
1	5	100	0	500000	100000000	1504664.46	143.5	0.73	130	0	2	4	16
1	5	100	0	500000	100000000	1356483.993	129.36	1.4	139	0	3	15	87
1	5	100	0	500000	100000000	1395868.23	133.12	17.57	374	1	159	348	369
1	5	100	0	500000	100000000	1419005.561	135.32667	6.56667	214.33333	0.33333	54.66667	122.33333	157.33333
1	5	100	0	500000	200000000	1497454.328	142.81	0.89	130	0	2	11	36
1	5	100	0	500000	200000000	1480604.086	141.2	1.19	135	1	4	19	25
